id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
3379987772,美丽心灵,,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p1665997400.jpg,2001-12-13(加州首映),https://movie.douban.com/subject/1306029/,9.1,"剧情,传记",4,,,2022-06-05 18:57:50,2001 / 美国 / 剧情 传记 / 朗·霍华德 / 罗素·克劳 艾德·哈里斯
3094664480,国王排名,,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2681362557.jpg,2021-10-15(日本),https://movie.douban.com/subject/34927946/,7.9,"剧情,动画,冒险",4,后面越看越没意思了,,2022-06-03 16:39:18,2021 / 日本 / 剧情 动画 冒险 / 八田洋介 今井有文 / 日向未南 村瀬步
3369147326,瑞克和莫蒂 第一季,,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2396871198.jpg,2013-12-02(美国),https://movie.douban.com/subject/11537954/,9.7,"喜剧,动画",5,,,2022-05-27 09:29:47,2013 / 美国 / 喜剧 动画 / 贾斯汀·罗兰 / 贾斯汀·罗兰 克里斯·帕内尔
3351847565,今生今世,,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2569314223.jpg,1995-11-07(中国大陆),https://movie.douban.com/subject/2155195/,7.7,剧情,,,,2022-05-12 22:47:31,1995 / 中国大陆 / 剧情 / 赖水清 姜明海 蒋家骏 / 马景涛 岳跃利
3351833942,奋斗,,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2251695907.jpg,2007-05-17(中国大陆),https://movie.douban.com/subject/2138507/,7.6,"喜剧,爱情",4,,,2022-05-12 22:38:31,2007 / 中国大陆 / 喜剧 爱情 / 赵宝刚 王迎 / 马伊琍 佟大为
3351824378,母亲是条河,,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2374334417.jpg,2006,https://movie.douban.com/subject/3732763/,8.2,,4,,,2022-05-12 22:32:30,2006 / 中国大陆 / 高伟宁 / 萨日娜 于娜
3351818964,拿什么拯救你，我的爱人,,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2376184312.jpg,2002,https://movie.douban.com/subject/2229482/,7.6,"剧情,爱情",4,,,2022-05-12 22:28:56,2002 / 中国大陆 / 剧情 爱情 / 赵宝刚 / 刘烨 于娜
3337004637,这个杀手不太冷静,,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2814949620.jpg,2022-02-01(中国大陆),https://movie.douban.com/subject/35505100/,6.2,喜剧,3,,,2022-05-01 17:06:52,2022 / 中国大陆 / 喜剧 / 邢文雄 / 马丽 魏翔
3323144243,搏击俱乐部,,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p1910931622.jpg,1999-09-10(威尼斯电影节),https://movie.douban.com/subject/1292000/,9,"剧情,动作,悬疑",4,,,2022-04-20 19:18:35,1999 / 美国 / 剧情 动作 悬疑 惊悚 / 大卫·芬奇 / 爱德华·诺顿 布拉德·皮特
3310871561,射雕英雄传,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p1327824614.jpg,2003-02-02(中国大陆),https://movie.douban.com/subject/2245704/,7.3,"剧情,武侠,古装",4,,,2022-04-11 00:22:35,2003 / 中国大陆 / 剧情 武侠 古装 / 鞠觉亮 于敏 王瑞 / 李亚鹏 周迅
3198961605,边境风云,,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p1645229293.jpg,2012-08-17(中国大陆),https://movie.douban.com/subject/11501396/,7.8,"剧情,犯罪",4,,,2022-01-19 22:55:35,2012 / 中国大陆 / 剧情 犯罪 / 程耳 / 孙红雷 王珞丹
1094565489,遗愿清单,,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2676812053.jpg,2007-12-25(多伦多电影节),https://movie.douban.com/subject/1867345/,8.7,"剧情,喜剧,冒险",4,我不希望自己有什么遗愿清单，有什么梦想要尽早实现。,,2022-01-03 00:43:43,2007 / 美国 / 剧情 喜剧 冒险 / 罗伯·莱纳 / 杰克·尼科尔森 摩根·弗里曼
2675367064,步履不停,,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2375245718.jpg,2008-06-28(日本),https://movie.douban.com/subject/2222996/,8.8,"剧情,家庭",4,,,2021-12-30 22:57:59,2008 / 日本 / 剧情 家庭 / 是枝裕和 / 阿部宽 夏川结衣
2105373336,海街日记,,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2603364117.jpg,2015-05-14(戛纳电影节),https://movie.douban.com/subject/25895901/,8.8,"剧情,家庭",4,,,2021-12-30 22:57:48,2015 / 日本 / 剧情 家庭 / 是枝裕和 / 绫濑遥 长泽雅美
2957841573,无人知晓,,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p661160053.jpg,2004-05-13(戛纳电影节),https://movie.douban.com/subject/1292337/,9.1,剧情,4,,,2021-12-30 22:57:26,2004 / 日本 / 剧情 / 是枝裕和 / 柳乐优弥 北浦爱
3170562985,如父如子,,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2154079590.jpg,2013-09-28(日本),https://movie.douban.com/subject/10571509/,8.7,"剧情,家庭",4,,,2021-12-30 22:57:12,2013 / 日本 / 剧情 家庭 / 是枝裕和 / 福山雅治 尾野真千子
2675366658,喜宴,,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2249048907.jpg,1993-02(柏林电影节),https://movie.douban.com/subject/1303037/,9,"剧情,喜剧,爱情",5,,,2021-12-19 22:25:47,1993 / 中国台湾 美国 / 剧情 喜剧 爱情 同性 家庭 / 李安 / 赵文瑄 归亚蕾
3125373802,无人区,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2159072475.jpg,2013-12-03(中国大陆),https://movie.douban.com/subject/3804891/,8.3,"剧情,犯罪,西部",4,,,2021-12-05 22:24:22,2013 / 中国大陆 / 剧情 犯罪 西部 / 宁浩 / 徐峥 黄渤
3117357606,爱有来生,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p823966534.jpg,2009-09-03(中国大陆),https://movie.douban.com/subject/3155477/,7.7,"剧情,爱情",4,,,2021-11-21 08:58:07,2009 / 中国大陆 / 剧情 爱情 / 俞飞鸿 / 俞飞鸿 段奕宏
2957845410,雨人,,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2353324612.jpg,1988-12-16(美国),https://movie.douban.com/subject/1291870/,8.7,剧情,4,,,2021-11-16 23:19:19,1988 / 美国 / 剧情 / 巴瑞·莱文森 / 达斯汀·霍夫曼 汤姆·克鲁斯
2957843978,黑客帝国3：矩阵革命,,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p443461818.jpg,2003-11-05(中国大陆),https://movie.douban.com/subject/1302467/,8.8,"动作,科幻",5,,,2021-11-13 20:28:00,2003 / 美国 / 动作 科幻 / 拉娜·沃卓斯基 莉莉·沃卓斯基 / 基努·里维斯 劳伦斯·菲什伯恩
1735119368,荆轲刺秦王,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2457792306.jpg,1998-10-08(中国大陆),https://movie.douban.com/subject/1294693/,8.2,"剧情,历史,古装",4,,,2021-11-02 12:52:03,1998 / 中国大陆 日本 法国 / 剧情 历史 古装 / 陈凯歌 / 巩俐 张丰毅
